,theolscale,goodevil,endtimes2,cabal,paranormscale,ednumeric,female,black,hispanic,libdum,consdum,demdum,gopdum,polintnum,psc,trustind1,inteff,exteffic,RWA,imprelnum
542,3,2,2,4,4,4,1,0,0,0,1,0,1,1,-1.108250463,2,2.5,2,0,3
543,1,3,1,4,1,3,0,0,0,1,0,0,0,4,0.289526348,2,4,2.5,0,1
544,3,3,3,1,1.5,3,1,0,0,1,0,0,0,3,-1.199978922,1,2.5,1,1,4
545,3,2,1.5,2,2,5,1,0,0,0,1,0,1,4,0.893776405,2,4,3.5,0.5,4
546,1,4,1.5,5,3.5,3,0,0,0,1,0,1,0,4,0.697004291,2,5,1.5,0.5,2
547,2,2,1.5,3,2.5,3,0,0,0,0,0,0,0,4,0.115298194,2,4,1.5,0.5,2
548,3,3,2,5,5,3,1,0,0,0,0,1,0,4,-0.912245844,2,4,1,0.5,4
549,2,4,1,3,3,4,0,0,0,0,1,0,1,3,1.040470149,1,4,1,0.5,2
550,3,3,1.5,4,4.5,2,1,0,0,1,0,1,0,4,0.201609642,1,2.5,4,1,3
551,2,2,1.5,3,3.5,2,0,0,1,0,1,1,0,4,1.091198807,2,3.5,3,0,3
552,1,1,1,5,1,5,0,0,0,1,0,1,0,4,0.515744156,2,4.5,1,0,1
553,3,2,2.5,1,1,5,0,0,0,0,1,0,1,4,1.040470149,1,5,3.5,0.5,4
554,2,2,1.5,3,4.5,5,1,0,0,1,0,1,0,3,-0.17784039,1,2.5,4,0.5,1
555,3,3,2.5,3,4.5,2,1,0,0,0,1,0,1,4,0.70153454,2,3.5,1.5,0.5,4
556,3,2,2.5,2,1.5,6,1,0,0,0,1,0,1,4,0.287832087,2,4,3,0.5,4
557,2,4,1,5,3,4,0,0,1,1,0,1,0,4,1.040470149,2,5,1.5,0.5,1
558,3,3,2,5,3,3,1,0,0,1,0,1,0,4,-0.78707191,1,4.5,2,0,3
559,1,1,1,3,2.5,6,1,0,0,0,0,1,0,4,1.040470149,2,5,2.5,0,1
560,3,4,2,3,3.5,2,1,1,0,0,0,1,0,3,-0.321847038,1,3.5,2.5,0,4
561,3,5,2,5,3,2,1,0,1,1,0,1,0,3,-1.04603224,1,2,1,0,3
562,3,2,1,1,3,5,0,0,0,0,0,0,1,4,-0.665450822,2,2.5,3,1,4
563,3,3,1,4,4.5,2,0,0,0,0,0,0,1,3,-1.069298976,2,3.5,4,1,3
564,3,2,1.5,5,5,3,1,0,0,1,0,1,0,4,0.959251824,1,4.5,1,0,1
565,2.5,1,1,2,2,6,0,0,0,1,0,1,0,4,0.485254489,1,4,1.5,1,4
566,2,4,1,2,1.5,5,0,0,0,0,1,0,1,4,0.81255808,2,4,2,1,4
567,2.5,2,1.5,3,4,3,1,0,0,0,1,0,1,4,0.358066406,2,4,1,1,4
568,1,1,1,2,2.5,5,1,0,0,1,0,1,0,4,0.515744156,2,4,3,0,1
569,3,4,3,4,1.5,4,0,0,0,0,1,0,1,4,0.615785966,1,3.5,2,1,4
570,1,1,1,5,1,5,0,0,0,1,0,1,0,4,0.70153454,2,4.5,1.5,0,3
571,3,4,1,4,4.5,2,1,0,0,0,0,1,0,3,-0.323116351,2,2.5,2.5,0.5,4
572,3,4,2.5,4,4.5,2,1,0,0,0,1,0,1,3,0.519820881,1,3.5,2,0.5,4
573,3,4,2,2,3,3,1,0,1,0,0,1,0,3,-0.227151266,1,1,3,0.5,3
574,3,4,1,5,4,5,0,0,1,0,1,0,1,4,0.81255808,1,4,1.5,1,3
575,1,1,1,4,1,5,1,0,0,1,0,1,0,4,1.040470149,2,4,2.5,0,2
576,3,3,2.5,3,1,5,0,0,0,0,1,0,1,4,1.040470149,2,4,3,1,4
577,3,2,2,3,1,5,0,0,0,1,0,1,0,4,0.959251824,1,3.5,2,1,4
578,3,3,2.5,4,3.5,3,1,0,0,0,1,0,1,4,0.297574727,2,4,4.5,1,4
579,3,4,1.5,5,2,2,0,0,0,1,0,1,0,4,0.434525831,1,4.5,1,1,3
580,2,4,1.5,3,3.5,2,1,0,0,0,1,0,1,4,0.519820881,2,3.5,3.5,0.5,4
581,3,3,2.5,4,4.5,2,0,0,0,0,0,1,0,4,-0.545544468,1,3,1.5,0.5,4
582,1.5,3,2,3,4,3,1,0,0,0,0,1,0,2,-1.861656019,1,3,3,1,4
583,3,4,1.5,3,4,2,0,0,0,1,0,0,1,3,0.207861087,1,2.5,3,1,4
584,2,4,1.5,4,3,4,0,0,0,1,0,1,0,4,0.959251824,1,2.5,2,0.5,1
585,2,2,1,4,4.5,5,1,0,0,1,0,1,0,4,0.702097414,2,3.5,2.5,0.5,3
586,2.5,5,2,1,4.5,4,1,0,0,0,1,0,1,4,1.091198807,1,5,2.5,0.5,3
587,1,3,1,4,2,3,1,0,0,1,0,1,0,4,0.111896002,2,4,3.5,0.5,1
588,1,2,1,4,1.5,5,1,0,0,1,0,1,0,2,-0.156443075,2,4,3.5,0.5,2
589,3,4,2.5,4,5,3,1,0,0,0,0,0,0,4,-0.251835783,1,4.5,4,0.5,2
590,3,4,2.5,4,4.5,2,1,0,0,1,0,1,0,3,-1.181740298,1,2,5,1,4
591,3,5,2.5,5,4.5,2,1,0,0,0,1,0,1,4,-0.298043696,1,1.5,3,1,4
592,1,4,1,2,1.5,5,0,0,0,1,0,1,0,4,0.81255808,2,4,2.5,1,1
593,3,2,3,5,1,3,0,0,0,0,1,0,0,4,1.009980482,1,4.5,1.5,1,4
594,1.5,5,2,3,2,3,1,0,0,0,1,0,0,1,-1.861656019,1,2.5,3,0,1
595,2,2,1.5,2,2,3,1,0,0,1,0,1,0,3,0.39846917,2,3.5,4,0.5,3
596,3,5,3,4,4.5,5,0,0,0,0,0,0,0,3,0.491059638,2,3.5,1,0,4
597,3,2,2,4,3,5,1,0,0,0,1,0,1,4,1.091198807,1,2.5,1,1,3
598,2,3,1,5,2.5,4,0,0,0,1,0,1,0,4,1.040470149,1,3,1,1,2
599,2,2,2,4,3.5,4,1,0,0,0,1,0,1,2,-0.145932941,2,2,1,1,3
600,3,5,2,5,2.5,3,1,0,0,0,1,0,1,3,-0.045891131,1,2,1.5,0.5,4
601,1,1,1,4,3,3,0,0,0,1,0,1,0,4,1.040470149,2,3.5,2,0,1
602,3,3,1,3,5,5,0,0,0,1,0,1,0,4,0.783315739,2,3,3,0.5,3
603,3,3,2.5,2,1.5,5,0,0,0,0,1,0,1,4,0.287832087,2,4,2,1,4
604,1,3,1,4,1.5,3,1,0,0,1,0,1,0,4,0.863286739,1,3.5,1.5,1,2
605,2,1,1.5,4,5,6,1,0,0,0,0,0,1,4,1.091198807,1,4.5,3,0.5,4
606,3,3,2.5,5,2.5,5,1,0,0,0,1,0,1,4,-0.003065698,1,3,3.5,0.5,4
607,3,3,1.5,5,4.5,5,1,0,0,0,0,1,0,4,-0.26755403,1,3,1,0,2
608,2,3,2,3,2,1,1,0,0,0,0,0,1,1,-1.861656019,1,3,3,0.5,4
609,2.5,3,2,5,4,3,0,0,0,0,1,1,0,4,0.50476015,1,1.5,2,0.5,2
610,3,5,3,3,1.5,2,0,0,0,0,1,0,1,4,0.944505063,1,4,2,1,4
611,3,5,2.5,5,3.5,4,1,0,0,0,1,1,0,4,0.752263199,1,4,1.5,0,4
612,1,3,1.5,4,2,3,0,0,0,0,1,0,1,4,0.893776405,1,4,2,0.5,2
613,3,5,2,5,5,2,0,0,0,0,0,0,0,3,0.81255808,2,3,1,1,4
614,2.5,2,2,2,3,2,1,1,0,0,0,1,0,2,-1.04422632,1,3,4,1,2
615,3,5,1.5,3,2.5,2,0,0,0,0,0,1,0,4,0.252812172,2,2.5,2.5,0.5,4
616,1.5,3,2,5,5,2,0,0,0,1,0,1,0,4,0.172278298,1,3,2,0,4
617,3,4,2.5,5,5,4,0,0,1,0,1,0,1,4,1.091198807,2,4.5,4,1,3
618,3,3,1,4,2.5,2,1,0,0,0,1,0,1,4,-0.164965326,2,3.5,2,1,4
619,3,4,2,3,3,2,0,0,0,0,0,0,0,2,0.959251824,2,3.5,2.5,0.5,3
620,2,4,2,1,2,3,1,0,0,0,0,0,0,1,-1.861656019,1,1,5,1,3
621,3,5,2,4,1.5,2,0,0,0,0,0,1,0,3,0.399505915,1,2,2,1,3
622,2,2,1,3,5,3,1,0,0,1,0,1,0,4,0.22315211,2,4,3,0,1
623,1,1,1,1,1,5,1,0,0,0,0,1,0,3,0.944505063,2,4.5,3.5,0.5,3
624,3,4,2,4,4.5,2,1,0,0,0,1,0,1,4,-1.63374395,1,2.5,2.5,1,3
625,2.5,2,1,3,3.5,4,0,0,0,0,1,0,1,4,0.702097414,2,5,1,0.5,2
626,2,3,2.5,4,2.5,2,0,0,0,0,1,0,1,4,0.040329039,2,2.5,2.5,1,3
627,3,3,2,4,3.5,2,1,0,0,0,0,1,0,3,0.833481523,2,2.5,2.5,0,4
628,1,3,2,4,3.5,3,0,0,0,0,1,1,0,2,-0.458350537,1,2.5,1,0.5,1
629,3,3,2,2,3.5,5,0,0,0,0,1,0,1,4,0.237751441,1,3,2,0.5,4
630,3,5,2.5,2,4.5,2,0,0,1,0,0,0,1,1,-1.861656019,2,2,1,0.5,3
631,2.5,4,3,4,4,2,0,0,0,1,0,0,0,3,-1.367530683,1,2.5,3.5,1,4
632,2.5,3,2,4,2,2,1,0,0,0,1,0,1,4,1.009980482,2,3,2.5,0.5,4
633,2,2,2,2,3,2,1,0,0,0,0,0,1,3,-1.861656019,1,2.5,2,0,2
634,2,2,1.5,3,1.5,2,0,0,0,1,0,1,0,2,-0.230438469,1,2,3,0,2
635,3,3,1.5,2,1,2,0,0,0,0,0,0,1,3,0.409841313,2,3,2,1,3
636,3,3,2,3,5,2,1,0,0,0,0,0,1,3,-0.892115566,1,2.5,3.5,0.5,2
637,3,4,3,4,4.5,2,1,0,0,0,1,0,1,4,0.469092223,1,3,2,0.5,4
638,2,1,1,2,1.5,2,0,0,1,1,0,1,0,3,0.697004291,2,3.5,4,1,3
639,3,4,2.5,4,1.5,5,1,1,0,1,0,1,0,3,-0.055070897,2,2.5,2.5,1,4
640,3,2,2,5,2,2,1,0,0,0,0,1,0,1,-1.861656019,1,2,1,0,3
641,3,3,2,1,3.5,2,1,0,0,0,1,1,0,2,-0.692238212,2,2,2.5,0.5,3
642,2.5,3,2,2,3,2,1,0,0,0,0,0,1,2,-1.448749007,1,1,1,1,3
643,3,5,3,5,2.5,4,1,1,0,0,1,1,0,4,0.358631556,1,5,1,0.5,4
644,3,4,1,5,2,2,0,0,0,0,0,0,1,3,0.105804458,1,4.5,1,1,4
645,2,4,1,4,4.5,2,1,0,0,0,1,1,0,3,0.697004291,1,2,1.5,1,2
646,1,3,1,4,2.5,1,1,0,0,1,0,1,0,4,0.156533116,1,5,1,0,3
647,2.5,3,1.5,5,3.5,1,0,0,0,0,1,0,0,3,1.040470149,2,4,2,1,3
648,3,3,2,4,3,2,1,0,0,0,0,0,0,3,0.030677677,2,2.5,2,0.5,4
649,2,5,2,3,3,2,0,1,0,1,0,1,0,4,0.863286739,1,4,1,1,4
650,3,2,3,4,2.5,2,1,0,0,0,1,0,1,3,-0.509553067,2,2.5,2,1,4
651,3,3,2,3,4,1,1,0,0,0,1,0,0,1,-1.861656019,1,3,3,0.5,4
652,3,3,2,2,5,2,0,0,0,0,1,0,1,4,1.040470149,2,4,2,1,4
653,3,2,2.5,3,1.5,2,0,0,0,0,1,0,1,4,0.773461439,1,4,3.5,1,3
654,2.5,4,1,3,4.5,2,0,0,0,0,0,0,0,3,-1.63374395,1,3,2,1,2
655,3,4,2,5,3,2,0,0,0,0,1,0,1,4,0.959251824,2,3.5,2,0.5,4
656,3,5,2,3,5,2,0,0,0,1,0,1,0,4,0.959251824,1,4,3.5,1,4
657,1.5,4,1,5,3.5,2,0,0,0,0,1,0,0,4,-1.780437694,1,2,1,1,1
658,3,4,1,3,4.5,5,1,0,0,0,1,0,1,4,-0.384355144,2,3.5,2,0.5,3
659,3,3,2,3,4,2,1,0,0,0,0,0,0,3,-1.664233617,2,3,3,1,3
660,3,5,3,5,4.5,1,1,1,0,0,0,1,0,1,-1.81092736,1,2,1.5,1,4
661,3,5,3,3,4,2,1,0,0,0,1,0,0,3,-0.702566383,1,2.5,2,0,4
662,3,4,2.5,5,4.5,1,1,0,0,0,1,0,1,2,-1.012884691,1,2.5,1,0.5,4
663,3,4,2.5,3,5,2,1,0,0,0,0,0,0,4,-0.520063201,1,4,2.5,1,3
664,3,2,2.5,5,1,2,0,0,0,0,1,0,1,3,0.833481523,1,3,1,0.5,4
665,1,3,1.5,3,3,2,0,0,0,0,0,1,0,3,1.040470149,1,3.5,2,0,1
666,2,1,1.5,4,1,2,0,0,0,1,0,1,0,4,0.566472814,1,2.5,1.5,0.5,2
667,3,5,2,3,4,2,1,0,0,0,0,0,0,3,-1.714962275,1,4,3,0.5,4
668,1,1,1,5,5,3,0,0,1,1,0,1,0,4,1.040470149,1,5,1,0.5,1
669,3,5,2.5,5,5,2,0,0,0,1,0,1,0,4,-0.619653798,1,3,1,1,4
670,3,5,3,5,3,5,1,0,0,0,1,0,1,4,0.41977907,2,2.5,1,1,4
671,3,3,3,3,4,2,0,0,0,1,0,0,0,NA,-1.861656019,1,3,3,1,4
672,3,3,2,5,2,1,1,0,0,0,1,1,0,4,0.55540367,2,5,3,0.5,4
673,2,5,1,5,1,2,0,0,1,1,0,1,0,4,0.615785966,1,2.5,1,0.5,1
674,3,1,2.5,3,4.5,1,0,0,0,0,1,0,1,4,1.091198807,2,3.5,3,1,2
675,3,4,3,5,2.5,5,1,1,0,1,0,1,0,4,0.893776405,1,5,2,1,4
676,3,4,2,4,2,2,0,0,0,0,1,0,1,4,-1.00436244,1,3.5,2,1,2
677,3,2,2,3,4,2,1,0,0,0,1,0,1,4,-0.570617124,1,2.5,2,0,4
678,1.5,3,2.5,5,2.5,2,0,0,0,0,1,0,1,4,0.515744156,1,1.5,1,0,1
679,2,5,1.5,5,5,3,1,0,0,1,0,1,0,3,-1.50786199,2,3,1.5,1,4
680,3,2,3,5,3.5,3,1,0,0,1,0,1,0,4,0.276736422,1,3,1,0,4
681,1,2,1.5,4,2,2,1,0,0,0,1,1,0,2,-1.55377295,1,2,2.5,1,1
682,2,3,1.5,4,4,3,1,0,0,1,0,1,0,3,0.81255808,1,3,1.5,1,1
683,2.5,3,2.5,2,2.5,2,1,0,0,0,1,1,0,4,-0.072652006,1,2,2,0.5,4
684,2,3,2,5,3.5,2,1,0,0,0,0,1,0,3,-1.312245508,1,2,1,1,2
685,3,2,1,1,1,2,0,0,0,1,0,1,0,4,1.009980482,2,5,3.5,0.5,2
686,3,4,2.5,3,3,2,1,0,0,0,0,0,0,1,-1.861656019,2,2,2.5,0.5,3
687,3,5,2,5,4.5,2,1,0,0,0,1,0,1,4,0.409841313,1,3,1.5,0.5,3
688,1.5,1,1,4,2.5,5,1,0,0,0,0,0,0,4,0.737404779,2,5,2,0.5,2
689,3,1,1.5,3,2.5,3,1,0,1,0,1,0,1,4,-0.020818475,1,3,1,0.5,4
690,1,3,2,3,1,2,0,0,0,0,1,0,1,4,0.434525831,2,3.5,3.5,1,2
691,3,5,1,4,3,2,1,0,0,0,1,0,0,4,-0.095379019,2,1,1.5,0.5,2
692,2,3,1.5,2,2.5,2,0,0,0,0,1,0,1,4,1.040470149,2,4,2.5,0.5,3
693,2,3,1,4,3,3,0,0,0,0,1,0,1,3,0.554840797,2,3,1.5,0.5,2
694,3,3,2,5,5,4,1,0,0,1,0,1,0,1,-0.236953373,1,3,2,1,2
695,3,4,3,4,2.5,2,1,1,0,0,1,1,0,4,-1.038809309,1,3.5,2.5,0.5,4
696,3,3,1,1,3,3,1,0,0,1,0,1,0,3,0.483836707,1,2.5,2,1,4
697,3,3,3,4,1.5,3,1,0,0,0,1,0,1,3,-0.766233606,2,2.5,1,0.5,4
698,1.5,3,1,4,3,5,1,0,0,1,0,1,0,4,0.81255808,2,4,3,0,3
699,3,4,1,5,4.5,2,1,0,0,1,0,1,0,4,0.434525831,2,3,2,0,4
700,3,3,1,4,2.5,4,0,0,0,0,1,0,1,4,0.515744156,2,3.5,2,0.5,3
701,3,1,1.5,2,1,5,1,1,0,1,0,1,0,3,-0.363516839,1,2,3,0,4
702,3,3,2,5,4,3,1,0,0,0,0,1,0,2,-0.96155672,2,3,3,0,4
703,2,3,2,3,4.5,4,1,0,0,0,1,1,0,3,-0.095204283,2,3,3,1,1
704,3,4,1,4,2.5,2,1,0,0,0,1,1,0,2,0.434525831,1,3,2.5,1,4
705,2,3,1.5,3,2.5,3,1,0,0,0,1,0,1,3,-0.262345917,2,2.5,3,1,3
706,3,4,1.5,5,3,5,1,0,0,0,1,0,1,4,0.41977907,2,5,1,0.5,3
707,3,2,2,3,4.5,3,1,0,1,1,0,1,0,3,-0.795567895,1,3.5,3.5,1,2
708,3,3,1,4,2.5,3,1,0,0,1,0,1,0,4,0.944505063,1,3.5,1,0.5,4
709,3,2,1,4,3,2,1,0,0,0,0,1,0,3,0.419011576,1,1.5,2,1,4
710,3,3,3,4,4.5,5,0,1,0,0,1,1,0,3,0.615785966,2,2,2.5,1,4
711,3,1,1,3,5,3,1,0,0,0,0,1,0,3,0.762477434,2,4,3,0.5,1
712,3,2,1.5,4,3,5,0,0,0,0,1,0,1,4,1.040470149,2,3.5,2,0.5,4
713,2,3,1,4,2.5,3,0,0,0,0,1,1,0,3,-0.394120441,1,3.5,5,1,2
714,3,2,1.5,2,2.5,4,0,0,0,0,0,0,0,4,-1.532934646,1,3.5,1.5,0.5,3
715,3,3,1,4,1.5,5,0,1,0,0,0,1,0,4,0.378793052,1,4,3,0,3
716,3,4,1.5,2,1.5,3,1,1,0,1,0,1,0,3,0.061167343,2,3,3,0.5,4
717,2,4,1.5,5,3,3,1,0,0,1,0,1,0,4,0.131848599,1,1,1,0.5,3
718,1,2,1.5,2,1,6,1,0,0,0,1,0,1,4,0.782752865,1,5,4,0,1
719,2,4,1,2,3.5,2,0,0,0,0,1,0,1,3,0.637753382,1,4.5,2.5,0.5,4
720,3,3,2,4,4,2,1,0,0,0,0,0,1,1,-1.583015292,1,1,1,1,3
721,2,4,1,3,3,6,1,0,0,1,0,1,0,4,0.81255808,1,5,1.5,0.5,4
722,1,2,1,5,1,2,0,0,0,1,0,1,0,4,-0.120860286,1,4.5,1,0.5,1
723,2,4,2,5,4.5,2,1,1,0,0,0,1,0,1,-1.448749007,1,1,1.5,0.5,3
724,2.5,4,1.5,3,4,4,1,0,0,1,0,1,0,3,-0.033666355,1,2.5,2,0.5,3
725,3,2,2.5,2,1.5,6,0,0,0,1,0,1,0,3,-1.448749007,2,4.5,3,1,4
726,2.5,2,1,2,4.5,6,1,0,0,1,0,1,0,3,0.833481523,2,3,3.5,0.5,1
727,1,4,1,4,3.5,6,1,0,0,0,0,1,0,4,0.81255808,2,4,2,0.5,2
728,2,2,1,4,4.5,4,1,0,0,1,0,1,0,4,0.81255808,2,3.5,2,0,4
729,1.5,1,1,2,1,6,0,0,0,0,1,0,1,4,-0.797262155,1,4,1,0.5,2
730,3,2,1,3,3,5,1,0,0,1,0,1,0,4,0.944505063,2,4,1.5,0.5,3
731,3,4,3,5,4,2,1,0,0,0,1,0,0,2,-1.81092736,1,3,3,1,4
732,3,3,1,3,4,4,1,1,0,1,0,1,0,1,-1.780437694,2,2.5,2,1,2
733,3,4,2.5,3,1.5,1,1,0,0,0,1,0,1,4,0.421473331,2,4,3.5,1,4
734,3,3,2,5,2.5,5,1,1,0,0,0,0,0,4,0.035438854,1,3,3,0,3
735,2.5,4,1.5,1,5,3,1,0,0,1,0,0,0,3,-0.56866605,1,3.5,3,0,2
736,1.5,2,1,2,2,3,1,0,0,1,0,1,0,4,-0.619542138,2,3.5,4,0,1
737,3,5,3,5,3.5,1,0,1,0,0,0,1,0,4,-0.37384501,2,2,1,1,4
738,1,3,1,4,1.5,2,1,0,0,0,0,1,0,4,0.515744156,1,3,2,0,2
739,3,3,2,4,3.5,2,0,0,0,0,1,0,1,4,0.601039206,2,4.5,2,1,3
740,2.5,2,1,4,3,2,0,0,0,1,0,1,0,4,1.009980482,2,4,4,0,2
741,3,4,1.5,2,2.5,2,0,0,0,0,1,0,1,4,-0.296912309,1,3.5,2.5,0.5,3
742,3,1,1.5,2,2.5,6,0,0,0,0,1,0,1,4,1.040470149,2,4,4,0.5,3
743,3,3,3,4,1.5,2,0,0,0,0,1,0,1,4,0.519820881,2,3,3,0,4
744,1,3,2.5,4,2,2,0,0,0,0,1,0,0,4,-0.505143981,1,4.5,1,1,1
745,2,2,1.5,4,3.5,2,0,0,0,0,1,0,0,1,-0.17784039,2,2,1,0,2
746,2,5,3,5,5,3,1,0,0,1,0,1,0,2,-1.335512244,1,2,1,1,3
747,2.5,3,2,5,2,4,1,0,0,0,0,0,0,1,-1.861656019,1,3,2,0.5,4
748,3,4,3,4,4.5,2,0,0,0,0,1,0,1,4,0.287832087,1,2,2,1,3
749,2,2,2,4,4.5,2,1,0,0,0,1,1,0,4,0.782752865,1,3.5,2,0,4
750,2,2,2,1,3.5,4,1,0,1,0,0,1,0,NA,-0.634286623,1,5,4.5,1,2
751,3,4,2,5,3.5,4,1,1,0,1,0,1,0,4,-0.296912309,1,4.5,3.5,1,4
752,1,1,1,2,1,2,0,0,0,1,0,1,0,4,0.091059973,2,5,1.5,0,1
753,3,5,3,5,5,3,1,1,0,0,0,1,0,4,0.175953639,1,5,2,0.5,4
754,2,5,2.5,4,2.5,5,1,1,0,0,1,0,1,4,-0.095204283,1,4,1.5,1,4
755,3,5,3,5,5,3,1,0,0,0,1,1,0,4,-1.068031939,1,3,2,0.5,4
756,3,4,1,4,1.5,6,1,0,0,1,0,1,0,4,0.515744156,2,2.5,1.5,0.5,4
757,3,3,3,4,1,2,0,1,0,1,0,1,0,2,-1.780437694,1,3,3,1,4
758,3,2,2.5,5,4.5,2,0,0,0,0,1,1,0,3,0.319680069,1,4.5,1,1,4
759,3,3,2.5,2,3.5,1,1,0,0,0,0,1,0,1,-1.159634956,2,2.5,3.5,0.5,4
760,2.5,5,2.5,5,5,1,1,0,0,1,0,1,0,NA,-1.780437694,2,3,3,1,3
761,3,3,2,4,5,2,1,0,0,0,0,0,1,4,-1.367530683,2,3,3,1,4
762,3,2,3,4,3.5,5,0,1,0,0,1,1,0,4,1.040470149,1,5,1.5,1,4
763,3,5,2.5,5,3,5,0,1,0,0,0,1,0,3,-1.448749007,1,3.5,1.5,0.5,3
764,3,2,3,3,1.5,2,0,0,0,0,1,0,0,4,1.009980482,1,4.5,1.5,1,4
765,2,2,2,2,3,5,1,0,0,0,0,0,0,3,-1.532934646,1,2,3,0.5,4
766,3,2,2.5,4,2.5,4,0,0,0,1,0,1,0,4,0.944505063,2,4,4,1,4
767,3,3,2,3,4.5,3,1,0,0,0,0,0,0,3,-1.448749007,1,3,3,1,4
768,3,2,1.5,4,1.5,5,0,0,0,0,0,1,0,4,-0.262734055,2,3.5,2.5,0.5,2
769,3,5,1,5,2,2,1,0,0,0,0,1,0,3,-0.145932941,1,3,1,0.5,3
770,2.5,3,2,3,3,5,1,0,0,0,1,0,1,2,-1.448749007,1,2.5,3,0,3
771,3,3,3,3,4,3,0,0,1,1,0,0,0,4,0.298046322,1,3,3,1,4
772,3,3,3,4,2,2,1,0,1,0,0,0,1,3,-1.275132224,1,3,2,1,4
773,1,4,1,4,2,6,0,0,0,0,0,1,0,4,-0.192584874,2,3,2,0.5,1
774,3,5,2.5,4,4.5,2,1,0,0,0,1,1,0,2,-1.240853281,1,2.5,2.5,1,4
775,3,3,2,3,2,2,1,1,0,1,0,1,0,2,0.959251824,2,3,3,0,4
776,1,3,1,3,3,2,0,0,0,0,1,0,0,4,1.040470149,1,3,2,0,1
777,1.5,2,1.5,3,1,5,0,0,0,0,0,0,1,4,1.091198807,2,4,1.5,1,3
778,3,3,2,5,2,4,1,0,0,0,1,0,0,3,0.056047285,1,2.5,2,1,4
779,2,4,1.5,5,5,5,1,0,0,1,0,1,0,4,0.70153454,2,4,1.5,0.5,1
780,3,4,1.5,3,3.5,2,1,1,0,0,1,0,0,3,-1.04603224,1,2.5,2,1,2
781,1,2,1.5,4,1.5,3,1,0,0,0,0,0,0,1,-1.861656019,2,1,3,0.5,1
782,3,2,1,2,3.5,6,0,0,0,1,0,1,0,4,1.040470149,2,5,4,0,3
783,1,1,1,4,2,3,1,0,0,1,0,1,0,4,0.959251824,2,4.5,1.5,0,4
784,2,2,2,4,3,4,1,0,0,1,0,1,0,3,-1.448749007,2,2,2,0.5,3
785,3,4,2.5,4,2.5,2,0,0,0,0,1,0,1,4,0.692243115,1,4.5,2,1,4
786,1,2,1.5,4,3.5,5,1,0,0,0,0,1,0,4,-1.189468788,1,3,2,0,3
787,1.5,2,1,4,1.5,5,1,0,0,1,0,1,0,4,1.040470149,2,4,2,0,2
788,3,4,1.5,4,2.5,6,1,0,0,1,0,1,0,2,-1.63374395,2,2,2,0,2
789,1,2,1,3,4.5,5,0,0,0,1,0,1,0,4,0.70153454,2,5,4,0,1
790,3,3,2,3,1.5,2,0,0,0,0,1,0,0,4,0.156533116,1,4,3,1,4
791,3,4,2,3,4,6,1,0,0,0,0,1,0,4,0.105804458,1,3,1.5,0,3
792,3,3,3,4,3.5,4,1,0,0,0,1,0,1,4,-0.31278818,2,2.5,3,1,4
793,2,3,1,4,4.5,3,1,0,0,0,0,1,0,4,-0.77642385,1,2.5,2.5,0,2
794,1,3,1,4,1.5,5,1,0,0,1,0,1,0,4,1.040470149,2,4.5,3,0,1
795,1,1,1,2,2,6,1,0,0,1,0,1,0,3,0.605457795,2,4,4,0,3
796,3,3,2,4,2,2,1,1,0,1,0,0,0,3,-1.780437694,1,3,3,1,4
797,2,4,1.5,4,4.5,2,1,0,0,1,0,0,0,3,-0.533767298,2,4,3.5,0,1
798,3,4,2,3,4,2,1,0,0,0,1,0,1,3,1.040470149,1,3.5,1.5,1,4
799,3,5,2.5,5,4.5,3,1,0,0,1,0,0,1,3,-0.761415907,2,2.5,2,0,4
800,2,2,1,4,1.5,5,1,0,0,0,0,0,0,4,1.091198807,1,4.5,1,0,2
801,2,3,1.5,4,1,6,1,0,0,1,0,1,0,4,0.248651989,2,3,2,0.5,3
802,2,2,2,4,3,3,1,0,0,1,0,0,0,4,0.737404779,1,4,2.5,0.5,2
803,3,2,3,3,1,2,0,1,0,0,1,1,0,4,1.091198807,2,4.5,3.5,1,4
804,3,1,1.5,3,1,2,0,0,0,1,0,1,0,4,0.519820881,1,3,1,1,2
805,1,1,1,2,1,5,0,0,0,1,0,1,0,4,0.237751441,2,5,3.5,0,1
806,1,2,1,4,2.5,5,0,0,0,1,0,1,0,4,0.752263199,1,3.5,2,0,1
807,3,4,2,5,3.5,2,1,0,0,0,1,0,1,4,1.040470149,1,2,1,1,4
808,3,4,2,2,2.5,2,0,0,0,0,1,0,1,4,0.566472814,2,4,2,1,4
809,3,5,1,5,1,2,0,0,0,0,0,1,0,2,0.172278298,2,2,1,1,4
810,3,3,1,3,4.5,6,1,0,0,0,0,0,1,4,1.091198807,2,2.5,2,0.5,4
811,2.5,3,2.5,5,2.5,2,1,0,0,0,1,0,1,4,0.177371421,1,2.5,2,1,4
812,2.5,3,1.5,5,2,2,1,0,0,1,0,1,0,4,0.863286739,1,4,1,1,3
813,3,3,2,3,2,2,1,0,0,0,1,0,0,3,1.040470149,2,3,1,1,3
814,2,2,1,2,3,2,1,0,0,0,1,0,1,4,1.009980482,1,3.5,4,0,2
815,3,2,1.5,4,4.5,2,1,0,0,1,0,1,0,4,1.091198807,2,2.5,2,0.5,3
816,1,1,1,2,2.5,3,1,0,0,1,0,1,0,4,-1.199978922,1,4,3,0,1
